repository,number,state,created_at,closed_at,merged_at,hours_to_close,commits,author
iluwatar/java-design-patterns,3433,open,2026-02-10T01:04:11Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3432,open,2026-02-10T01:04:05Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3431,open,2026-02-10T01:03:58Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3430,open,2026-02-10T01:03:52Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3429,merged,2026-02-08T19:27:58Z,2026-02-08T19:28:19Z,2026-02-08T19:28:19Z,0.01,2,allcontributors[bot]
iluwatar/java-design-patterns,3428,merged,2026-02-08T19:27:04Z,2026-02-08T19:27:30Z,2026-02-08T19:27:30Z,0.01,2,allcontributors[bot]
iluwatar/java-design-patterns,3427,closed,2026-02-08T18:41:06Z,2026-05-08T13:57:20Z,,2131.27,1,dependabot[bot]
iluwatar/java-design-patterns,3426,open,2026-02-08T18:40:55Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3425,closed,2026-01-31T19:04:15Z,2026-01-31T20:25:13Z,,1.35,1,e5l
iluwatar/java-design-patterns,3424,open,2026-01-22T17:20:09Z,,,,2,girichinna27
iluwatar/java-design-patterns,3423,open,2026-01-22T17:08:06Z,,,,2,girichinna27
iluwatar/java-design-patterns,3422,open,2026-01-22T15:50:43Z,,,,8,CMD137
iluwatar/java-design-patterns,3421,open,2026-01-21T16:55:39Z,,,,8,Mukul-Howale
iluwatar/java-design-patterns,3420,closed,2026-01-20T10:55:22Z,2026-01-20T17:17:46Z,,6.37,5,Mukul-Howale
iluwatar/java-design-patterns,3419,closed,2026-01-17T19:52:04Z,2026-01-17T20:08:12Z,,0.27,1,iluwatar
iluwatar/java-design-patterns,3418,merged,2026-01-17T19:29:07Z,2026-01-17T19:31:13Z,2026-01-17T19:31:13Z,0.04,2,allcontributors[bot]
iluwatar/java-design-patterns,3417,open,2026-01-10T05:10:39Z,,,,3,Nikeshh01
iluwatar/java-design-patterns,3414,open,2025-12-27T16:57:15Z,,,,1,omrajshinde534
iluwatar/java-design-patterns,3413,closed,2025-12-20T20:20:37Z,2025-12-20T20:27:04Z,,0.11,1,MrAech
iluwatar/java-design-patterns,3412,open,2025-12-16T15:39:44Z,,,,1,kriti20041
iluwatar/java-design-patterns,3411,closed,2025-12-09T15:47:14Z,2025-12-09T15:49:07Z,,0.03,1,barakharyati
iluwatar/java-design-patterns,3410,open,2025-12-05T13:53:10Z,,,,3,AlMartinezUy
iluwatar/java-design-patterns,3409,open,2025-12-05T12:35:31Z,,,,1,Dhiraj-birajdar
iluwatar/java-design-patterns,3407,open,2025-12-03T06:55:43Z,,,,1,suraksha200408
iluwatar/java-design-patterns,3406,open,2025-12-01T16:07:01Z,,,,1,yuanchaodu
iluwatar/java-design-patterns,3405,open,2025-11-25T12:58:49Z,,,,1,AlMartinezUy
iluwatar/java-design-patterns,3404,closed,2025-11-22T21:04:45Z,2026-01-13T10:53:08Z,,1237.81,1,fabriceyopa
iluwatar/java-design-patterns,3402,open,2025-11-20T04:55:54Z,,,,1,RitikaMathur19
iluwatar/java-design-patterns,3400,open,2025-11-16T19:08:48Z,,,,1,nestor-almarza
iluwatar/java-design-patterns,3398,closed,2025-11-13T10:15:10Z,2025-11-13T10:19:31Z,,0.07,1,gurioh
iluwatar/java-design-patterns,3397,open,2025-11-13T09:28:36Z,,,,2,ArsiyaTasleem90250
iluwatar/java-design-patterns,3396,open,2025-11-11T16:52:18Z,,,,1,marktech0813
iluwatar/java-design-patterns,3395,open,2025-11-11T06:24:25Z,,,,1,keerthana-ki
iluwatar/java-design-patterns,3394,open,2025-11-07T12:40:21Z,,,,1,QuantumRange
iluwatar/java-design-patterns,3393,open,2025-11-04T15:28:47Z,,,,2,Sera-debugg
iluwatar/java-design-patterns,3390,open,2025-11-01T19:47:03Z,,,,1,itsomg134
iluwatar/java-design-patterns,3389,closed,2025-10-31T14:17:19Z,2026-03-05T09:24:08Z,,2995.11,10,N-Yashwitha
iluwatar/java-design-patterns,3388,closed,2025-10-31T10:13:08Z,2026-03-26T07:41:32Z,,3501.47,1,SakshiHanwat
iluwatar/java-design-patterns,3387,open,2025-10-23T18:20:28Z,,,,1,NARAYAN49-tech
iluwatar/java-design-patterns,3386,open,2025-10-23T16:19:50Z,,,,1,luka-03256
iluwatar/java-design-patterns,3384,open,2025-10-22T17:40:44Z,,,,7,quantambites
iluwatar/java-design-patterns,3383,open,2025-10-22T16:57:49Z,,,,1,YuhanCatherineDong
iluwatar/java-design-patterns,3382,open,2025-10-22T09:10:59Z,,,,1,Mr-Mysterious001
iluwatar/java-design-patterns,3380,open,2025-10-21T21:30:35Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3379,closed,2025-10-21T07:47:33Z,2026-05-02T17:58:14Z,,4642.18,1,itsmnx
iluwatar/java-design-patterns,3378,closed,2025-10-20T22:04:04Z,2026-02-08T18:51:55Z,,2660.8,1,dependabot[bot]
iluwatar/java-design-patterns,3377,merged,2025-10-20T22:03:45Z,2026-02-08T19:11:22Z,2026-02-08T19:11:22Z,2661.13,1,dependabot[bot]
iluwatar/java-design-patterns,3376,open,2025-10-20T16:33:54Z,,,,1,MiguelAntonioRS
iluwatar/java-design-patterns,3375,closed,2025-10-18T17:45:07Z,2025-10-18T17:48:40Z,,0.06,3,athikha
iluwatar/java-design-patterns,3374,closed,2025-10-18T17:09:28Z,2025-10-18T17:42:15Z,,0.55,3,athikha
iluwatar/java-design-patterns,3373,closed,2025-10-18T16:29:55Z,2025-10-18T16:56:40Z,,0.45,3,athikha
iluwatar/java-design-patterns,3371,open,2025-10-17T16:56:51Z,,,,1,oldregime
iluwatar/java-design-patterns,3364,open,2025-10-17T12:25:23Z,,,,1,abhishek-Jain24
iluwatar/java-design-patterns,3362,open,2025-10-16T04:13:18Z,,,,1,CodeZManoj
iluwatar/java-design-patterns,3340,open,2025-10-13T11:05:08Z,,,,1,bhaves19h
iluwatar/java-design-patterns,3339,open,2025-10-12T13:20:33Z,,,,3,prem-2006
iluwatar/java-design-patterns,3338,open,2025-10-11T08:11:02Z,,,,1,kanchan-mi07
iluwatar/java-design-patterns,3336,open,2025-10-08T14:54:55Z,,,,1,Amitverma0509
iluwatar/java-design-patterns,3335,open,2025-10-08T04:31:30Z,,,,1,Kartik-kodes
iluwatar/java-design-patterns,3334,merged,2025-10-06T22:02:50Z,2026-02-08T18:37:16Z,2026-02-08T18:37:15Z,2996.57,1,dependabot[bot]
iluwatar/java-design-patterns,3333,closed,2025-10-06T19:51:45Z,2025-10-07T03:50:54Z,,7.99,1,sgindeed
iluwatar/java-design-patterns,3332,open,2025-10-06T05:02:42Z,,,,1,Th-Shivam
iluwatar/java-design-patterns,3330,open,2025-10-05T10:35:29Z,,,,5,tanya-johari
iluwatar/java-design-patterns,3329,open,2025-10-03T21:08:10Z,,,,1,josephyi
iluwatar/java-design-patterns,3328,open,2025-10-03T18:31:00Z,,,,1,ricardo-ramos-moura
iluwatar/java-design-patterns,3327,closed,2025-10-02T18:24:56Z,2026-04-15T11:16:00Z,,4672.85,3,ADITYA-KUMAR-2358
iluwatar/java-design-patterns,3326,open,2025-10-02T08:02:05Z,,,,1,beingadish
iluwatar/java-design-patterns,3325,open,2025-10-02T06:38:02Z,,,,2,dyrpsf
iluwatar/java-design-patterns,3324,open,2025-09-23T07:46:09Z,,,,2,AnakinYen0329
iluwatar/java-design-patterns,3323,open,2025-09-19T20:35:12Z,,,,1,bennitchomba
iluwatar/java-design-patterns,3322,closed,2025-09-15T22:03:21Z,2025-10-20T22:03:48Z,,840.01,1,dependabot[bot]
iluwatar/java-design-patterns,3321,closed,2025-09-15T22:02:47Z,2025-10-20T22:04:08Z,,840.02,1,dependabot[bot]
iluwatar/java-design-patterns,3320,open,2025-09-10T05:11:00Z,,,,1,Aariyan007
iluwatar/java-design-patterns,3319,closed,2025-09-02T12:49:27Z,2025-10-06T22:02:53Z,,825.22,1,dependabot[bot]
iluwatar/java-design-patterns,3318,open,2025-08-21T12:53:17Z,,,,6,AriyaArKa
iluwatar/java-design-patterns,3317,open,2025-08-21T12:43:15Z,,,,6,TusharKumarRoy
iluwatar/java-design-patterns,3316,closed,2025-08-20T14:26:50Z,2026-05-08T11:08:52Z,,6260.7,1,dependabot[bot]
iluwatar/java-design-patterns,3315,open,2025-08-20T07:05:55Z,,,,1,shahriar573
iluwatar/java-design-patterns,3314,open,2025-08-20T05:14:18Z,,,,2,shahriar573
iluwatar/java-design-patterns,3313,closed,2025-08-19T08:37:44Z,2025-09-02T12:49:30Z,,340.2,1,dependabot[bot]
iluwatar/java-design-patterns,3312,closed,2025-08-19T07:55:31Z,2025-09-15T22:03:24Z,,662.13,1,dependabot[bot]
iluwatar/java-design-patterns,3311,closed,2025-08-19T07:46:01Z,2025-09-15T22:02:50Z,,662.28,1,dependabot[bot]
iluwatar/java-design-patterns,3310,closed,2025-08-05T05:50:14Z,2025-08-19T07:55:33Z,,338.09,1,dependabot[bot]
iluwatar/java-design-patterns,3309,closed,2025-08-05T05:41:13Z,2025-08-19T07:46:04Z,,338.08,1,dependabot[bot]
iluwatar/java-design-patterns,3308,closed,2025-08-05T05:20:34Z,2025-08-19T08:37:47Z,,339.29,1,dependabot[bot]
iluwatar/java-design-patterns,3307,open,2025-07-28T05:14:38Z,,,,2,DEVANSH-GAJJAR
iluwatar/java-design-patterns,3306,merged,2025-07-18T12:55:07Z,2026-05-31T15:03:03Z,2026-05-31T15:03:03Z,7610.13,1,devch37
iluwatar/java-design-patterns,3305,closed,2025-07-18T12:26:03Z,2026-05-31T15:01:24Z,,7610.59,1,roshan7432
iluwatar/java-design-patterns,3304,open,2025-07-12T01:35:26Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3303,closed,2025-07-09T20:01:11Z,2026-05-03T14:51:20Z,,7146.84,1,PRASHANTS19
iluwatar/java-design-patterns,3302,open,2025-07-09T16:02:47Z,,,,13,harsh543
iluwatar/java-design-patterns,3300,closed,2025-07-08T03:26:41Z,2025-07-18T09:59:57Z,,246.55,1,huunghia98er
iluwatar/java-design-patterns,3299,closed,2025-07-04T09:46:13Z,2026-02-22T18:12:42Z,,5600.44,1,Ade-Mary
iluwatar/java-design-patterns,3298,merged,2025-07-02T13:13:03Z,2026-02-22T18:16:57Z,2026-02-22T18:16:56Z,5645.06,3,Olexandr88
iluwatar/java-design-patterns,3297,closed,2025-06-17T00:40:33Z,2025-08-05T05:50:16Z,,1181.16,1,dependabot[bot]
iluwatar/java-design-patterns,3296,closed,2025-06-17T00:29:13Z,2025-08-05T05:41:16Z,,1181.2,1,dependabot[bot]
iluwatar/java-design-patterns,3295,closed,2025-06-09T22:23:05Z,2025-08-05T05:20:37Z,,1350.96,1,dependabot[bot]
iluwatar/java-design-patterns,3294,open,2025-06-07T06:12:29Z,,,,2,ved-asole
iluwatar/java-design-patterns,3293,open,2025-06-02T19:09:48Z,,,,1,dependabot[bot]
iluwatar/java-design-patterns,3292,merged,2025-06-01T18:31:28Z,2026-05-31T14:54:58Z,2026-05-31T14:54:58Z,8732.39,31,quantdevv
iluwatar/java-design-patterns,3291,merged,2025-06-01T17:17:47Z,2026-02-22T18:15:11Z,2026-02-22T18:15:11Z,6384.96,19,skamble2
iluwatar/java-design-patterns,3290,merged,2025-05-31T20:16:42Z,2026-01-17T19:28:23Z,2026-01-17T19:28:23Z,5543.19,2,ronodhirSoumik
iluwatar/java-design-patterns,3289,closed,2025-05-27T12:47:13Z,2026-02-08T19:39:41Z,,6174.87,,allcontributors[bot]
iluwatar/java-design-patterns,3288,closed,2025-05-27T12:20:37Z,2026-02-08T19:39:25Z,,6175.31,,ArushiTariyal
iluwatar/java-design-patterns,3285,closed,2025-05-19T22:56:01Z,2025-06-17T00:29:15Z,,673.55,,dependabot[bot]
iluwatar/java-design-patterns,3284,closed,2025-05-19T22:55:32Z,2025-06-17T00:40:35Z,,673.75,,dependabot[bot]
iluwatar/java-design-patterns,3283,closed,2025-05-19T22:55:29Z,2025-06-09T22:23:07Z,,503.46,,dependabot[bot]
iluwatar/java-design-patterns,3282,merged,2025-05-17T09:16:14Z,2026-02-08T19:11:47Z,2026-02-08T19:11:47Z,6417.93,,letdtcode
iluwatar/java-design-patterns,3281,merged,2025-05-17T05:54:17Z,2025-05-17T05:55:06Z,2025-05-17T05:55:06Z,0.01,,allcontributors[bot]
iluwatar/java-design-patterns,3280,merged,2025-05-16T12:21:24Z,2026-02-08T19:25:16Z,2026-02-08T19:25:16Z,6439.06,,maziyar-gerami
iluwatar/java-design-patterns,3279,merged,2025-05-15T18:55:42Z,2025-05-15T18:55:55Z,2025-05-15T18:55:55Z,0.0,,allcontributors[bot]
iluwatar/java-design-patterns,3278,merged,2025-05-13T18:33:24Z,2026-02-08T19:44:17Z,2026-02-08T19:44:17Z,6505.18,,e5LA
iluwatar/java-design-patterns,3277,closed,2025-05-05T23:08:08Z,2025-05-19T22:55:31Z,,335.79,,dependabot[bot]
iluwatar/java-design-patterns,3276,closed,2025-05-05T23:07:16Z,2025-05-19T22:56:03Z,,335.81,,dependabot[bot]
iluwatar/java-design-patterns,3275,closed,2025-05-04T12:34:26Z,2025-05-17T09:22:44Z,,308.81,,letdtcode
iluwatar/java-design-patterns,3274,merged,2025-05-03T03:16:34Z,2026-05-31T15:17:24Z,2026-05-31T15:17:24Z,9444.01,,HY-love-sleep
iluwatar/java-design-patterns,3273,merged,2025-05-02T17:55:24Z,2025-05-17T05:53:26Z,2025-05-17T05:53:26Z,347.97,,e5LA
iluwatar/java-design-patterns,3272,closed,2025-04-30T12:13:11Z,2026-05-31T15:04:49Z,,9506.86,,e5LA
iluwatar/java-design-patterns,3271,merged,2025-04-29T19:46:24Z,2025-05-15T18:53:38Z,2025-05-15T18:53:38Z,383.12,,yybmion
iluwatar/java-design-patterns,3270,merged,2025-04-28T23:42:12Z,2025-05-01T07:02:39Z,2025-05-01T07:02:39Z,55.34,,dependabot[bot]
iluwatar/java-design-patterns,3269,closed,2025-04-28T23:42:05Z,2026-02-10T01:03:57Z,,6889.36,,dependabot[bot]
iluwatar/java-design-patterns,3268,merged,2025-04-28T23:36:05Z,2025-05-01T07:01:54Z,2025-05-01T07:01:54Z,55.43,,dependabot[bot]
iluwatar/java-design-patterns,3267,closed,2025-04-27T01:42:21Z,2025-04-27T01:44:01Z,,0.03,,ghost
iluwatar/java-design-patterns,3266,closed,2025-04-26T08:58:17Z,2026-02-08T19:16:31Z,,6922.3,,Sri-Kameswari
iluwatar/java-design-patterns,3265,merged,2025-04-22T18:55:38Z,2025-04-22T18:55:51Z,2025-04-22T18:55:51Z,0.0,,allcontributors[bot]
iluwatar/java-design-patterns,3264,merged,2025-04-22T18:45:25Z,2025-04-22T18:45:40Z,2025-04-22T18:45:40Z,0.0,,allcontributors[bot]
iluwatar/java-design-patterns,3263,merged,2025-04-22T18:30:46Z,2025-04-22T18:31:01Z,2025-04-22T18:31:01Z,0.0,,allcontributors[bot]
iluwatar/java-design-patterns,3262,merged,2025-04-21T22:16:00Z,2025-04-22T18:50:26Z,2025-04-22T18:50:26Z,20.57,,dependabot[bot]
iluwatar/java-design-patterns,3261,merged,2025-04-21T22:15:54Z,2025-04-22T18:52:26Z,2025-04-22T18:52:26Z,20.61,,dependabot[bot]
iluwatar/java-design-patterns,3260,closed,2025-04-21T22:15:49Z,2025-05-19T22:55:34Z,,672.66,,dependabot[bot]
iluwatar/java-design-patterns,3259,open,2025-04-21T22:15:43Z,,,,,dependabot[bot]
iluwatar/java-design-patterns,3258,merged,2025-04-19T16:11:48Z,2025-04-22T18:44:59Z,2025-04-22T18:44:59Z,74.55,,e5LA
iluwatar/java-design-patterns,3257,closed,2025-04-18T04:54:02Z,2025-04-22T18:42:36Z,,109.81,,itsmegayu
iluwatar/java-design-patterns,3256,merged,2025-04-17T11:36:36Z,2025-04-22T18:55:07Z,2025-04-22T18:55:07Z,127.31,,maziyar-gerami
iluwatar/java-design-patterns,3255,merged,2025-04-15T09:16:51Z,2025-04-22T18:29:58Z,2025-04-22T18:29:58Z,177.22,,ssrijan-007-sys
iluwatar/java-design-patterns,3254,merged,2025-04-14T22:33:40Z,2025-04-15T15:10:28Z,2025-04-15T15:10:28Z,16.61,,dependabot[bot]
iluwatar/java-design-patterns,3253,merged,2025-04-14T22:31:47Z,2025-04-15T15:09:55Z,2025-04-15T15:09:55Z,16.64,,dependabot[bot]
iluwatar/java-design-patterns,3252,merged,2025-04-14T22:30:52Z,2025-04-15T15:09:22Z,2025-04-15T15:09:22Z,16.64,,dependabot[bot]
iluwatar/java-design-patterns,3251,closed,2025-04-14T17:17:13Z,2025-04-15T09:11:52Z,,15.91,,ssrijan-007-sys
iluwatar/java-design-patterns,3249,merged,2025-04-09T21:32:54Z,2025-04-12T05:46:49Z,2025-04-12T05:46:49Z,56.23,,sanurah
iluwatar/java-design-patterns,3248,merged,2025-04-07T23:56:15Z,2025-04-08T17:08:51Z,2025-04-08T17:08:51Z,17.21,,dependabot[bot]
iluwatar/java-design-patterns,3247,merged,2025-04-07T23:56:13Z,2025-04-08T17:09:47Z,2025-04-08T17:09:47Z,17.23,,dependabot[bot]
iluwatar/java-design-patterns,3246,merged,2025-04-07T23:39:23Z,2025-04-08T17:08:06Z,2025-04-08T17:08:06Z,17.48,,dependabot[bot]
iluwatar/java-design-patterns,3245,merged,2025-04-07T07:27:14Z,2026-02-08T18:40:07Z,2026-02-08T18:40:07Z,7379.21,,naman-sriv
iluwatar/java-design-patterns,3244,merged,2025-04-07T04:23:05Z,2025-04-10T16:33:41Z,2025-04-10T16:33:41Z,84.18,,2897robo
iluwatar/java-design-patterns,3243,closed,2025-04-06T12:40:33Z,2025-05-29T18:34:28Z,,1277.9,,quantdevv
iluwatar/java-design-patterns,3242,merged,2025-04-05T06:42:51Z,2025-04-05T06:43:11Z,2025-04-05T06:43:11Z,0.01,,allcontributors[bot]
iluwatar/java-design-patterns,3241,closed,2025-04-01T17:56:47Z,2025-04-21T22:15:45Z,,484.32,,dependabot[bot]
iluwatar/java-design-patterns,3240,merged,2025-03-31T22:26:01Z,2025-04-01T17:58:25Z,2025-04-01T17:58:25Z,19.54,,dependabot[bot]
iluwatar/java-design-patterns,3239,closed,2025-03-31T22:25:35Z,2025-04-01T17:56:42Z,,19.52,,dependabot[bot]
iluwatar/java-design-patterns,3238,merged,2025-03-31T22:23:12Z,2025-04-01T17:56:54Z,2025-04-01T17:56:54Z,19.56,,dependabot[bot]
iluwatar/java-design-patterns,3237,merged,2025-03-31T18:08:56Z,2025-03-31T18:09:23Z,2025-03-31T18:09:23Z,0.01,,allcontributors[bot]
iluwatar/java-design-patterns,3236,merged,2025-03-31T13:41:35Z,2025-03-31T18:08:18Z,2025-03-31T18:08:18Z,4.45,,2897robo
iluwatar/java-design-patterns,3235,merged,2025-03-31T06:53:28Z,2025-04-05T06:40:56Z,2025-04-05T06:40:56Z,119.79,,Suchismita-Deb
iluwatar/java-design-patterns,3234,merged,2025-03-30T17:24:48Z,2025-03-30T17:25:03Z,2025-03-30T17:25:03Z,0.0,,allcontributors[bot]
iluwatar/java-design-patterns,3224,merged,2025-03-29T16:41:00Z,2025-03-29T17:34:27Z,2025-03-29T17:34:27Z,0.89,,iluwatar
iluwatar/java-design-patterns,3223,merged,2025-03-29T13:25:50Z,2025-03-30T17:24:16Z,2025-03-30T17:24:16Z,27.97,,sanurah
iluwatar/java-design-patterns,3222,closed,2025-03-27T10:30:16Z,2025-03-27T10:31:21Z,,0.02,,ajith-sekar
iluwatar/java-design-patterns,3221,closed,2025-03-27T06:37:03Z,2025-03-27T15:14:49Z,,8.63,,prajwal-mk2004
iluwatar/java-design-patterns,3220,closed,2025-03-25T01:34:50Z,2025-03-29T17:35:20Z,,112.01,,dependabot[bot]
iluwatar/java-design-patterns,3219,merged,2025-03-25T00:49:59Z,2025-03-25T15:33:40Z,2025-03-25T15:33:40Z,14.73,,dependabot[bot]
iluwatar/java-design-patterns,3218,merged,2025-03-25T00:47:12Z,2025-03-25T15:32:58Z,2025-03-25T15:32:58Z,14.76,,dependabot[bot]
iluwatar/java-design-patterns,3217,merged,2025-03-23T05:38:02Z,2025-03-23T05:38:28Z,2025-03-23T05:38:28Z,0.01,,allcontributors[bot]
iluwatar/java-design-patterns,3216,merged,2025-03-23T05:22:02Z,2025-03-23T05:22:19Z,2025-03-23T05:22:19Z,0.0,,allcontributors[bot]
iluwatar/java-design-patterns,3215,merged,2025-03-22T21:10:31Z,2025-03-23T05:37:35Z,2025-03-23T05:37:35Z,8.45,,johnklint81
iluwatar/java-design-patterns,3214,merged,2025-03-22T19:23:24Z,2025-03-23T05:21:24Z,2025-03-23T05:21:24Z,9.97,,DenizAltunkapan
iluwatar/java-design-patterns,3213,merged,2025-03-20T18:28:04Z,2025-03-25T16:28:33Z,2025-03-25T16:28:33Z,118.01,,iluwatar
iluwatar/java-design-patterns,3212,closed,2025-03-18T21:24:49Z,2025-10-15T16:46:38Z,,5059.36,,Francisco-G-P
iluwatar/java-design-patterns,3211,merged,2025-03-18T08:08:01Z,2025-03-18T08:08:16Z,2025-03-18T08:08:16Z,0.0,,allcontributors[bot]
iluwatar/java-design-patterns,3210,merged,2025-03-18T07:52:07Z,2025-03-18T07:52:34Z,2025-03-18T07:52:34Z,0.01,,allcontributors[bot]
iluwatar/java-design-patterns,3209,merged,2025-03-18T07:43:11Z,2025-03-18T07:43:37Z,2025-03-18T07:43:37Z,0.01,,allcontributors[bot]
iluwatar/java-design-patterns,3208,merged,2025-03-18T07:33:46Z,2025-03-18T07:34:05Z,2025-03-18T07:34:05Z,0.01,,allcontributors[bot]
iluwatar/java-design-patterns,3207,closed,2025-03-17T22:42:56Z,2025-04-01T17:56:50Z,,355.23,,dependabot[bot]
iluwatar/java-design-patterns,3206,merged,2025-03-14T22:39:01Z,2025-03-18T08:07:33Z,2025-03-18T08:07:33Z,81.48,,Duartegdm
iluwatar/java-design-patterns,3205,merged,2025-03-10T22:05:34Z,2025-03-18T07:44:55Z,2025-03-18T07:44:55Z,177.66,,dependabot[bot]
